,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_dueindate,month_of_dueindate,year_of_dueindate,day_of_baselinecreatedate,month_of_baselinecreatedate,year_of_baselinecreatedate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
10,U001,200803720,DEC corp,2020-03-30 00:31:18.260869566,2020,1930698352,2020-03-25 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,138.6,64,,,,25,3,2020,8,4,2020,16,3,2020,36,710,
11,U001,200794332,COST co,2020-04-06 05:33:23.478260869,2020,1930647189,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAAX,32715.47,64,,,,13,3,2020,28,3,2020,13,3,2020,22,620,0-15
12,U001,200020431,DEC us,2020-04-29 20:29:16.097560976,2020,1930861637,2020-06-05 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,174.72,64,,,,5,6,2020,24,5,2020,1,5,2020,36,717,
13,U001,200769623,WAL-MAR associates,2020-04-01 02:46:49.756097561,2020,1930635649,2020-12-03 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,767.78,64,,,,3,12,2020,27,3,2020,12,3,2020,32,2982,0-15
14,CA02,140105785,SHOPPE foundation,2020-04-24 09:56:42.476388168,2020,2960624627,2020-03-27 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-31 00:00:00.000000000,CA10,1978.7412587412587,64,,,,27,3,2020,10,4,2020,31,3,2020,5,2499,0-15
15,U001,200769623,WAL-MAR ,2020-03-20 10:52:49.176710928,2020,1930577078,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,14514.68,64,,,,28,2,2020,14,3,2020,28,2,2020,32,2981,0-15
16,U001,200769623,WAL-MAR foundation,2020-04-29 15:15:57.189589090,2020,1930774741,2020-10-04 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,55400.31,64,,,,4,10,2020,25,4,2020,10,4,2020,32,2986,0-15
17,U001,200772670,ASSOCIAT corporation,2020-05-17 04:13:56.416289593,2020,1930765053,2020-09-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAU5,174766.36,64,,,,4,9,2020,24,4,2020,9,4,2020,46,191,16-30
18,U001,200900909,SYSCO systems,2020-04-25 13:46:51.597239969,2020,1930645969,2020-03-13 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-13 00:00:00.000000000,NA32,31512.75,64,,,,13,3,2020,14,4,2020,13,3,2020,13,2765,0-15
19,U001,200769623,WAL-MAR systems,2020-04-18 19:41:37.867001253,2020,1930718081,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,19701.55,64,,,,30,3,2020,14,4,2020,30,3,2020,32,2989,0-15
20,U001,200726979,BJ'S  trust,2020-04-15 15:39:18.947368421,2020,1930788667,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,132.72,64,,,,16,4,2020,1,5,2020,16,4,2020,20,331,
21,U001,200769623,WAL-MAR llc,2020-04-10 13:33:10.588235295,2020,1930709919,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,1121.15,64,,,,29,3,2020,13,4,2020,29,3,2020,32,2988,
22,U001,200769623,WAL-MAR llc,2020-04-18 13:33:10.588235295,2020,1930752568,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,11394.84,64,,,,4,6,2020,21,4,2020,6,4,2020,32,2988,
23,CA02,140105847,GORDON F co,2020-04-26 04:12:07.504393479,2020,2960627274,2020-08-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-08 00:00:00.000000000,CA10,2577.062937062937,64,,,,4,8,2020,18,4,2020,8,4,2020,5,1113,0-15
24,U001,200744019,TARG foundation,2020-04-08 09:59:37.673849292,2020,1930648342,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,52123.3,64,,,,15,3,2020,30,3,2020,15,3,2020,20,2790,0-15
25,U001,200769623,WAL-MAR systems,2020-03-29 10:31:28.080301128,2020,1930632791,2020-10-03 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAH4,14994.01,64,,,,3,10,2020,25,3,2020,10,3,2020,32,2989,0-15
26,U001,200769623,WAL-MAR llc,2020-03-18 21:47:51.529411766,2020,1930617194,2020-06-03 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,36.06,64,,,,3,6,2020,21,3,2020,6,3,2020,32,2988,
27,U001,200418007,AM in,2020-05-01 21:15:42.571729674,2020,1930752243,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,25836.19,64,,,,4,6,2020,21,4,2020,6,4,2020,20,99,0-15
28,U001,200739006,AL foundation,2020-05-22 04:48:00.000000000,2020,1930768064,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,4309.05,64,,,,15,4,2020,30,4,2020,15,4,2020,20,55,16-30
29,U001,100031704,DELHAIZE associates,2020-03-12 13:32:22.741258741,2020,1930789873,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,70181.07,64,,,,15,4,2020,30,4,2020,15,4,2020,20,733,
30,U001,200769623,WAL-MAR trust,2020-04-18 10:06:38.697068403,2020,1930705172,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,3403.8,64,,,,28,3,2020,12,4,2020,28,3,2020,32,2990,0-15
31,U001,200744019,TARG systems,2020-05-11 07:51:19.023514121,2020,1930620634,2020-10-03 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAGD,10665.53,64,,,,3,10,2020,14,5,2020,10,3,2020,31,2793,
32,U001,200769623,WAL-MAR ,2020-04-10 07:31:24.943820224,2020,1930676002,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,7280.51,64,,,,21,3,2020,5,4,2020,21,3,2020,32,2981,0-15
33,U001,200726979,BJ'S  corporation,2020-03-21 07:58:04.359932088,2020,1930585378,2020-02-03 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,13681.7,64,,,,3,2,2020,17,3,2020,2,3,2020,20,326,0-15
34,U001,200706844,WINC associates,2020-04-20 08:13:26.435942436,2020,1930773419,2020-07-04 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,33947.85,64,,,,4,7,2020,22,4,2020,7,4,2020,20,3046,
35,U001,200793830,M llc,2020-04-10 03:06:03.245102723,2020,1930767747,2020-08-04 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,4537.14,64,,,,4,8,2020,23,4,2020,8,4,2020,20,1706,
36,U001,200769623,WAL-MAR foundation,2020-04-25 19:33:27.692307693,2020,1930750455,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,14355.96,64,,,,4,6,2020,21,4,2020,6,4,2020,32,2986,0-15
37,U001,200769623,WAL-MAR systems,2020-04-22 19:41:37.867001253,2020,1930738904,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,367.71,64,,,,4,3,2020,18,4,2020,3,4,2020,32,2989,0-15
38,U001,200769623,WAL-MAR trust,2020-05-27 11:26:07.586485650,2020,1930862467,2020-06-05 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,56284.77,64,,,,5,6,2020,21,5,2020,6,5,2020,32,2990,0-15
39,U001,200769623,WAL-MAR systems,2020-03-19 19:41:37.867001253,2020,1930582162,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,50493.86,64,,,,29,2,2020,15,3,2020,29,2,2020,32,2989,0-15
40,U001,200769623,WAL-MAR llc,2020-05-03 13:33:10.588235295,2020,1930802490,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,15489.43,64,,,,21,4,2020,6,5,2020,21,4,2020,32,2988,
41,CA02,140104423,METRO  llc,2020-03-16 11:13:54.479205005,2020,2960617050,2020-02-27 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,CA10,93086.26573426573,64,,,,27,2,2020,11,3,2020,1,3,2020,5,1876,0-15
42,U001,200726979,BJ'S  systems,2020-04-28 10:07:43.590384418,2020,1930801417,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAA8,360.33,64,,,,19,4,2020,4,5,2020,19,4,2020,20,330,
43,U001,200743996,STATER  llc,2020-05-09 20:29:43.905279032,2020,1930660304,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,3826.03,64,,,,16,3,2020,20,5,2020,16,3,2020,31,2624,
44,U001,200752302,KROGER trust,2020-04-28 14:10:15.337857102,2020,1930733767,2020-02-04 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,96674.05,64,,,,4,2,2020,17,4,2020,2,4,2020,20,1582,0-15
45,CA02,140105686,SYSC llc,2020-05-23 12:58:49.411764706,2020,2960633120,2020-06-05 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-08 00:00:00.000000000,CA10,43187.11188811189,64,,,,5,6,2020,18,5,2020,8,5,2020,5,2712,0-15
46,U001,200711029,WEGMAN corp,2020-04-08 21:47:51.950310559,2020,1930742932,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,14382.22,64,,,,4,3,2020,18,4,2020,3,4,2020,20,3010,
47,CA02,2001,KRAFT  corporation,2020-04-03 08:52:10.434782609,2020,2960622220,2020-03-20 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAG2,17810.25874125874,64,,,,20,3,2020,27,4,2020,23,3,2020,30,1515,
48,U001,200769623,WAL-MAR llc,2020-05-03 13:33:10.588235295,2020,1930804924,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,35509.95,64,,,,21,4,2020,6,5,2020,21,4,2020,32,2988,
49,U001,200769623,WAL-MAR associates,2020-04-25 14:46:49.756097561,2020,1930746955,2020-05-04 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,13512.61,64,,,,4,5,2020,20,4,2020,5,4,2020,32,2982,0-15
50,U001,200772670,ASSOCIAT corp,2020-04-08 13:46:32.476706392,2020,1930698156,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAU5,24421.33,64,,,,24,3,2020,8,4,2020,24,3,2020,46,190,0-15
51,U001,200769623,WAL-MAR co,2020-05-02 13:29:40.782918150,2020,1930801200,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,11217.33,64,,,,19,4,2020,4,5,2020,19,4,2020,32,2983,
52,U001,200769623,WAL-MAR systems,2020-05-02 19:41:37.867001253,2020,1930776682,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAH4,12554.13,64,,,,13,4,2020,28,4,2020,13,4,2020,32,2989,0-15
53,U001,200720238,WOODM co,2020-05-31 05:45:28.599672668,2020,1930858727,2020-06-05 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,126919.03,64,,,,5,6,2020,21,5,2020,6,5,2020,20,2909,0-15
54,CA02,140106408,WAL-M in,2020-05-30 13:05:30.947368421,2020,2960631200,2020-04-25 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-25 00:00:00.000000000,CA10,28509.17482517483,64,,,,25,4,2020,5,5,2020,25,4,2020,5,2976,16-30
55,U001,200769623,WAL-MAR co,2020-04-14 13:29:40.782918150,2020,1930729999,2020-01-04 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,24834.9,64,,,,4,1,2020,16,4,2020,1,4,2020,32,2983,
56,U001,200769623,WAL-MAR us,2020-04-05 08:25:18.832116787,2020,1930653060,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,50202.83,64,,,,15,3,2020,30,3,2020,15,3,2020,32,2991,0-15
57,U001,200769623,WAL-MAR us,2020-04-22 23:21:27.591240874,2020,1930715979,2020-01-04 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,8299.7,64,,,,4,1,2020,16,4,2020,1,4,2020,32,2991,0-15
58,U001,200799367,MCL corporation,2020-04-13 07:13:57.399014778,2020,1930673430,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,51602.13,64,,,,24,3,2020,8,4,2020,24,3,2020,20,1817,0-15
59,U001,200759878,SA co,2020-05-02 01:21:33.107150273,2020,1930783249,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,18900.99,64,,,,14,4,2020,29,4,2020,14,4,2020,32,2386,0-15
60,U001,200794332,COST corp,2020-04-14 11:01:26.746987951,2020,1930638145,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAAX,49467.7,64,,,,14,3,2020,29,3,2020,14,3,2020,22,621,16-30
61,U001,200515231,US  us,2020-05-03 18:57:41.578977544,2020,1930768145,2020-09-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,10187.66,64,,,,4,9,2020,24,4,2020,9,4,2020,20,2903,0-15
62,U001,200782669,SYGMA corp,2020-05-28 17:13:58.936864379,2020,1930636977,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,237.4,64,,,,13,3,2020,28,3,2020,13,3,2020,20,2697,Greatar than 60
63,U001,200769623,WAL-MAR foundation,2020-05-31 19:33:27.692307693,2020,1930882979,2020-12-05 00:00:00.000000000,2020-05-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,NAH4,11532.84,64,,,,5,12,2020,27,5,2020,12,5,2020,32,2986,0-15
64,U001,200769623,WAL-MAR ,2020-04-13 07:31:24.943820224,2020,1930692833,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,20017.92,64,,,,24,3,2020,8,4,2020,24,3,2020,32,2981,0-15
65,U001,200331749,SYSC foundation,2020-04-03 17:27:44.921151439,2020,1930579080,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,5320.85,64,,,,28,2,2020,14,3,2020,28,2,2020,20,2710,16-30
66,U001,200772670,ASSOCIAT associates,2020-05-01 19:55:19.155279503,2020,1930819529,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAU5,30900.83,64,,,,23,4,2020,8,5,2020,23,4,2020,46,188,
67,U001,200772670,ASSOCIAT us,2020-04-30 23:15:35.331269350,2020,1930736164,2020-02-04 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAU5,65843.26,64,,,,4,2,2020,17,4,2020,2,4,2020,46,197,0-15
68,U001,200706844,WINC foundation,2020-03-15 14:18:50.818628625,2020,1930599854,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,359.44,64,,,,3,4,2020,19,3,2020,4,3,2020,20,3050,
69,U001,100043975,JAVA ,2020-05-24 13:35:00.055015588,2020,1930740345,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,1427.36,64,,,,4,3,2020,18,4,2020,3,4,2020,20,1384,31-45
70,U001,200762301,C&S WH in,2020-03-11 00:07:44.400000000,2020,1930592552,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAC6,99091.71,64,,,,3,4,2020,19,3,2020,4,3,2020,25,447,
71,U001,200148860,DOLLA associates,2020-07-15 23:53:37.918081918,2020,1930732920,2020-03-04 00:00:00.000000000,2020-06-07 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAGD,6543.44,64,,,,4,3,2020,7,6,2020,3,4,2020,31,795,31-45
72,CA02,100027744,OMEGA AD in,2020-04-17 16:48:00.000000000,2020,2960635652,2020-05-19 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-19 00:00:00.000000000,CAB1,4919.580419580419,64,,,,19,5,2020,19,5,2020,19,5,2020,8,2909,
73,U001,100031704,DELHAIZE co,2020-03-13 02:16:40.087912088,2020,1930585468,2020-01-03 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,106394.18,64,,,,3,1,2020,16,3,2020,1,3,2020,20,734,
74,U001,200799420,HT HA foundation,2020-07-23 03:24:46.260728744,2020,1930703225,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,801.1,64,,,,25,3,2020,9,4,2020,25,3,2020,20,2909,
75,U001,200974851,RESTA systems,2020-04-18 05:27:56.986627166,2020,1930706997,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,3566.69,64,,,,26,3,2020,10,4,2020,26,3,2020,20,2320,0-15
76,U001,200769623,WAL-MAR in,2020-05-17 16:30:54.915254236,2020,1930830709,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,8885.57,64,,,,28,4,2020,13,5,2020,28,4,2020,32,2987,0-15
77,U001,200793568,SUPE llc,2020-03-19 08:33:36.268650604,2020,1930630388,2020-10-03 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,15893.27,64,,,,3,10,2020,25,3,2020,10,3,2020,20,2659,
78,U001,200759878,SA foundation,2020-03-13 14:44:59.310677937,2020,1930609945,2020-06-03 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,70180.8,64,,,,3,6,2020,21,3,2020,6,3,2020,32,2389,
79,U001,200712187,SPAR in,2020-04-13 23:58:14.204081633,2020,1930806222,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,119384.36,64,,,,20,4,2020,5,5,2020,20,4,2020,20,2605,
80,U001,100047532,KEYSTON associates,2020-03-29 17:02:42.424817651,2020,1930592834,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,11852.54,64,,,,3,4,2020,19,3,2020,4,3,2020,20,2909,0-15
81,U001,200794332,COST co,2020-03-30 20:15:04.464339259,2020,1930562584,2020-02-28 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-02-28 00:00:00.000000000,NA84,11225.42,64,,,,28,2,2020,19,3,2020,28,2,2020,17,620,0-15
82,U001,200148860,DOLLA associates,2020-05-29 10:33:36.748051948,2020,1930699340,2020-03-25 00:00:00.000000000,2020-05-29 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAGD,5456.75,64,,,,25,3,2020,29,5,2020,25,3,2020,31,795,0-15
83,U001,200794332,COST llc,2020-05-11 11:12:03.924268503,2020,1930862420,2020-08-05 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAAX,81500.86,64,,,,5,8,2020,23,5,2020,8,5,2020,22,625,
84,U001,200555117,BURR trust,2020-06-02 19:19:12.000000000,2020,1930709963,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,749.14,64,,,,27,3,2020,11,4,2020,27,3,2020,20,394,46-60
85,U001,200769623,WAL-MAR in,2020-05-28 16:30:54.915254236,2020,1930878284,2020-09-05 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,2219.89,64,,,,5,9,2020,24,5,2020,9,5,2020,32,2987,0-15
86,U001,200772670,ASSOCIAT corp,2020-03-30 04:10:32.476706392,2020,1930683241,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAU5,15489.78,64,,,,21,3,2020,5,4,2020,21,3,2020,46,190,
87,U001,200707822,PUBLI corporation,2020-05-27 07:57:17.802976797,2020,1930857983,2020-04-05 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,126107.91,64,,,,5,4,2020,19,5,2020,4,5,2020,20,2214,0-15
88,CA02,140104392,FLANAG us,2020-03-27 17:31:09.575551099,2020,2960619205,2020-06-03 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-10 00:00:00.000000000,CA10,2526.146853146853,64,,,,3,6,2020,20,3,2020,10,3,2020,5,2909,0-15
89,U001,200769623,WAL-MAR corp,2020-05-16 00:38:22.665121668,2020,1930831780,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,11545.38,64,,,,28,4,2020,13,5,2020,28,4,2020,32,2984,0-15
90,U001,200759878,SA systems,2020-04-22 21:26:12.099173554,2020,1930717567,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,47646.57,64,,,,31,3,2020,15,4,2020,31,3,2020,32,2392,0-15
91,U001,200705742,DOT foundation,2020-03-16 05:36:16.944917087,2020,1930581678,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,5932.51,64,,,,28,2,2020,14,3,2020,28,2,2020,20,828,0-15
92,U001,200793568,SUPE trust,2020-04-25 07:42:57.794205794,2020,1930690537,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,1635.76,64,,,,23,3,2020,7,4,2020,23,3,2020,20,2661,16-30
93,U001,200726979,BJ'S  ,2020-04-12 04:28:40.718395815,2020,1930646128,2020-12-03 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,1286.3,64,,,,3,12,2020,27,3,2020,12,3,2020,20,322,16-30
94,U001,200704858,WAKE corp,2020-05-08 19:30:37.762237762,2020,1930762384,2020-09-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,99568.42,64,,,,4,9,2020,24,4,2020,9,4,2020,20,2953,0-15
95,U001,200780383,MEIJ in,2020-03-25 01:43:03.342625338,2020,1930665025,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,3612.63,64,,,,18,3,2020,2,4,2020,18,3,2020,20,1853,
96,U001,200762301,C&S WH associates,2020-05-04 20:47:18.289655172,2020,1930778021,2020-12-04 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAC6,102276.04,64,,,,4,12,2020,27,4,2020,12,4,2020,25,442,0-15
97,CA02,140106271,LONGO  in,2020-05-12 11:17:17.885167464,2020,2960626604,2020-03-04 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-07 00:00:00.000000000,CA10,8606.846153846154,64,,,,4,3,2020,17,4,2020,7,4,2020,5,1666,16-30
98,CA02,140104423,METRO  us,2020-04-19 11:00:12.123111161,2020,2960628851,2020-04-17 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-21 00:00:00.000000000,CA10,45014.531468531466,64,,,,17,4,2020,1,5,2020,21,4,2020,5,1879,
